transit_id,stop_id,taxi_id,taxi_pos_sequence,taxi_arrival_time_transit_stop,taxi_destination_time,transit_destination_time,transit_original_destination_time,integration_distance,shared_distance,destinations_distance,taxi_private_cost,taxi_shared_cost,transit_shared_cost
6053864_1_2,10:D15,6068278_1_2,1,2010-06-23 16:16:09.000001,2010-06-23 16:21:39.000000,2010-06-23 16:37:42.000000,2010-06-23 16:46:22.000000,7183.424,1297.914,7746.953,16.1874558404,6.75757183966,22.7919016711
6072510_2_1,3:629,6068772_1_1,1,2010-06-18 09:12:03.000001,2010-06-18 09:14:34.000000,2010-06-18 09:27:02.999999,2010-06-18 09:35:41.000000,3396.815,567.112,3406.388,11.1569980928,3.0888366015599997,11.380413396400002
6061249_1_1,3:R17,6067397_1_1,1,2010-06-14 08:41:06.000000,2010-06-14 08:57:56.000000,2010-06-14 08:44:12.000000,2010-06-14 08:47:01.000000,2340.299,626.239,4633.209,13.587409981099999,9.50150512835,5.3041508545
6029412_1_4,3:629,6005839_3_4,6,2010-06-05 21:53:59.000001,2010-06-05 22:17:15.000000,2010-06-05 21:54:44.000000,2010-06-05 21:58:25.000000,19868.091,163.591,17592.252,60.7783391752,45.5578918884,19.122216175
6059156_1_2,3:250,6074358_2_1,1,2010-06-18 18:55:03.000000,2010-06-18 19:23:48.000002,2010-06-18 18:57:34.000000,2010-06-18 19:05:22.000001,18969.807,548.339,10534.089,36.2797247998,31.8139559128,19.450012372699998
6031044_3_8,10:120,6028005_1_3,1,2010-05-20 22:43:21.000000,2010-05-20 23:04:31.000000,2010-05-20 22:49:09.000000,2010-05-20 22:55:51.000000,817.924,815.8560000000001,8658.136,15.9377285449,15.248765951600001,5.29897939048
6059156_1_1,10:629,6077968_1_1,1,2010-06-18 07:41:02.000000,2010-06-18 08:07:17.000001,2010-06-18 07:53:14.000001,2010-06-18 08:03:35.000000,5653.933000000001,2769.631,3942.4240000000004,19.2584549388,13.060301174400001,9.93603131614
6030915_1_8,10:120,6028005_1_3,1,2010-05-20 22:43:21.000000,2010-05-20 23:04:31.000000,2010-05-20 22:49:09.000000,2010-05-20 22:55:51.000000,817.924,815.8560000000001,8658.136,15.9377285449,15.248765951600001,5.29897939048
6010967_1_3,10:635,6027153_1_2,1,2010-05-19 19:15:34.999999,2010-05-19 19:21:21.000000,2010-05-19 19:40:25.000002,2010-05-19 19:41:15.999999,3448.198,1499.616,9841.832,11.180178025999998,3.84303516624,23.1316076454
6016272_1_2,10:A41,6021321_2_4,5,2010-05-26 20:05:55.999999,2010-05-26 20:29:04.000000,2010-05-26 20:15:46.999999,2010-05-26 20:26:36.000000,10658.249,3010.502,6458.593000000001,39.7331634559,24.8946274303,14.630040183699998
6018706_2_1,3:G24,6068278_1_2,2,2010-06-23 16:14:18.999998,2010-06-23 16:29:51.000000,2010-06-23 16:25:18.999999,2010-06-23 16:31:30.000000,6618.473000000001,4104.613,1703.58,16.1874558404,13.539419121600002,12.845435012000001
6091892_2_1,3:R16,6028436_2_2,1,2010-06-04 08:58:36.000001,2010-06-04 09:11:43.000001,2010-06-04 08:59:46.000000,2010-06-04 09:02:55.000001,2569.194,164.516,3240.2490000000003,8.67969910232,7.236802045630001,5.20331014218
6056696_1_1,10:F20,6088357_1_1,1,2010-06-20 10:38:13.000000,2010-06-20 11:08:41.999999,2010-06-20 10:43:07.000000,2010-06-20 10:51:08.000000,2467.317,861.437,17434.326,31.5610275241,30.025117121199997,5.94215566883
6031512_2_2,3:118,6065846_1_2,4,2010-06-14 17:24:07.999998,2010-06-14 17:26:31.000000,2010-06-14 17:29:23.000000,2010-06-14 17:31:23.000000,16479.968999999997,862.9739999999999,1303.528,30.920216620300003,14.5549220696,19.495438535799998
6020375_1_2,10:635,6066152_1_5,4,2010-06-18 22:15:05.000000,2010-06-18 22:18:40.000000,2010-06-18 22:47:12.000000,2010-06-18 22:49:11.000000,3160.4590000000003,700.549,14877.886999999999,15.170517110899999,4.11584499694,29.6106168102
6020902_1_1,3:D37,6046978_1_1,5,2010-05-23 09:51:52.999999,2010-05-23 10:01:54.000000,2010-05-23 10:24:48.000000,2010-05-23 10:29:34.000000,23144.382,8140.994000000001,18448.542,47.318067134399996,25.949454920700003,55.9582541908
6073851_1_2,3:137,6065846_1_2,1,2010-06-14 17:04:52.000001,2010-06-14 17:52:51.000000,2010-06-14 18:13:31.000000,2010-06-14 18:17:53.000000,1429.3139999999999,16450.754,9739.735999999999,30.920216620300003,18.1143613299,37.244335075
6006491_1_1,3:214,6033603_2_1,1,2010-06-01 09:10:53.999999,2010-06-01 09:48:55.000000,2010-06-01 09:35:11.999999,2010-06-01 09:52:58.000001,7088.0380000000005,19350.481,4006.26,34.1861149466,26.7585956931,23.535161236900002
6023565_1_2,3:J27,6027174_1_3,1,2010-05-26 13:05:56.000001,2010-05-26 13:51:26.000001,2010-05-26 13:14:39.999999,2010-05-26 13:27:45.000000,13146.223999999998,2722.739,15590.146,49.8641410206,36.8571366158,15.638975090299999
6016709_1_1,3:A42,6014457_2_3,1,2010-06-03 09:52:00.000000,2010-06-03 10:13:50.000002,2010-06-03 09:54:13.000000,2010-06-03 09:58:03.000000,4888.147,818.184,11405.546999999999,27.0936589716,22.2498761121,7.53218574975
6055629_1_1,3:618,6055122_1_1,2,2010-06-13 08:25:49.999999,2010-06-13 08:44:53.000001,2010-06-13 08:29:52.999999,2010-06-13 08:40:44.000000,10116.169,1977.5629999999999,12296.255,36.7095880161,29.4698680501,12.393367933199999
6098773_4_2,4:D17S,6105785_1_4,1,2010-09-24 18:07:23.000001,2010-09-24 18:16:23.000000,2010-09-24 18:34:41.000000,2010-09-24 18:35:08.000000,1906.7089999999998,1541.066,9533.37,8.3635778475,3.20126757941,22.010666705100004
6106408_2_2,11:D17,6109168_1_2,6,2010-10-08 18:16:27.999998,2010-10-08 18:41:37.000001,2010-10-08 18:19:57.000000,2010-10-08 18:22:45.000000,7255.057,876.806,19493.334,42.9072476912,41.8367088352,10.4227964785
6043242_1_2,10:723,6031905_1_1,3,2010-06-01 17:08:00.000000,2010-06-01 17:09:06.000000,2010-06-01 17:27:39.999998,2010-06-01 17:48:16.000000,3798.6859999999997,277.101,15933.386,12.120890224000002,4.75434456056,32.0970797855
6130969_2_1,10:213,6084792_1_1,4,2010-06-23 07:36:40.000000,2010-06-23 07:37:56.000000,2010-06-23 07:56:55.000003,2010-06-23 08:19:12.000000,2969.365,591.993,16950.823,9.49438017384,3.85995975885,32.0980303231
6069569_1_1,10:723,6077968_1_1,1,2010-06-18 07:42:07.000000,2010-06-18 08:00:43.999999,2010-06-18 07:43:06.000000,2010-06-18 07:46:27.000000,7194.425,277.101,8057.518,19.2584549388,18.3200070206,8.80323697768
6041552_2_1,3:G15,6033603_2_1,1,2010-06-01 09:15:01.999999,2010-06-01 09:49:17.999999,2010-06-01 09:33:01.999998,2010-06-01 09:55:29.000001,13719.657,9441.716999999999,7709.905,34.1861149466,30.979869440700003,22.003090991399997
6132600_1_3,4:612N,6132576_1_2,11,2010-11-26 09:59:17.000000,2010-11-26 09:59:35.000000,2010-11-26 09:59:35.000000,2010-11-26 09:59:39.000000,545.854,188.975,0.0,14.3047781403,10.7340263521,3.5707517882
6020853_3_3,3:D20,6027185_1_5,6,2010-06-04 21:09:57.999998,2010-06-04 21:13:13.000000,2010-06-04 21:43:54.999996,2010-06-04 21:49:11.000001,6596.978,763.3710000000001,16069.245,15.750768885,7.3611220378899995,34.1792913603
6068416_1_2,10:628,6069024_1_1,1,2010-06-13 19:47:57.000000,2010-06-13 20:06:42.999998,2010-06-13 19:54:39.000001,2010-06-13 20:07:03.000000,15540.253999999999,1157.744,4079.7070000000003,32.3777637802,19.9570936898,16.619564644100002
6065563_1_1,3:128,6067397_1_1,1,2010-06-14 08:42:13.000001,2010-06-14 09:00:41.999998,2010-06-14 08:52:56.999999,2010-06-14 08:56:54.000000,2719.816,2381.085,2743.518,13.587409981099999,9.000462915369999,7.7386066074199995
6033645_1_1,3:213,6084792_1_1,4,2010-06-23 07:36:40.000000,2010-06-23 07:37:56.000000,2010-06-23 07:56:55.000003,2010-06-23 08:19:12.000000,2969.365,591.993,16950.823,9.49438017384,3.85995975885,32.0980303231
6057412_2_4,10:M21,6063673_1_3,1,2010-06-18 17:25:40.999998,2010-06-18 18:05:56.000000,2010-06-18 17:45:43.000000,2010-06-18 18:01:36.000000,9956.539,10316.085,10824.601,34.3536813056,32.561258679299996,19.7460258094
6065050_1_1,10:A25,6068162_1_3,1,2010-06-17 13:34:51.000001,2010-06-17 13:52:32.999999,2010-06-17 13:41:07.000000,2010-06-17 13:45:50.000000,1105.0639999999999,1189.276,2778.518,7.847034000619999,6.52827169229,5.21204542184
