transit_id,stop_id,taxi_id,taxi_pos_sequence,taxi_arrival_time_transit_stop,taxi_destination_time,transit_destination_time,transit_original_destination_time,integration_distance,shared_distance,destinations_distance,taxi_private_cost,taxi_shared_cost,transit_shared_cost
6053864_1_2,10:D15,6068278_1_2,8,2010-06-23 16:15:57.000000,2010-06-23 16:21:39.000000,2010-06-23 16:37:42.000000,2010-06-23 16:46:22.000000,551.962,1297.914,7746.953,16.1874558404,11.948319561,17.6811539564
6010990_2_5,10:R20,6105208_2_5,3,2010-05-12 16:37:32.000001,2010-05-12 17:03:43.000000,2010-05-12 16:51:15.000000,2010-05-12 16:54:00.000000,1341.292,3558.333,6926.817,21.7516234327,14.9859685685,7.83893943734
6043822_1_1,3:723,6035422_1_2,4,2010-05-19 08:38:01.000000,2010-05-19 08:44:31.999999,2010-05-19 08:40:15.000001,2010-05-19 08:41:14.000000,1269.327,579.403,1110.291,6.62947616725,4.68237534591,4.43593401104
6066793_1_2,3:A27,6068278_1_2,8,2010-06-23 16:17:11.000000,2010-06-23 16:19:07.000000,2010-06-23 16:24:57.000000,2010-06-23 16:25:57.000000,1112.412,590.973,1282.551,16.1874558404,11.624537987,7.3153925446
6057510_1_4,10:A27,6068278_1_1,2,2010-06-23 13:21:55.000000,2010-06-23 13:45:55.000002,2010-06-23 13:29:34.999999,2010-06-23 13:34:57.000000,1243.683,916.873,4343.682,12.9279769005,10.1821179543,5.49480021951
6126628_4_2,4:416N,6119831_1_2,1,2010-10-19 14:32:38.000001,2010-10-19 14:41:48.000000,2010-10-19 14:51:21.999999,2010-10-19 14:53:50.999999,1008.213,3470.081,7104.046,6.8697743138,3.47835252634,17.513972944
6011054_2_5,3:R20,6105208_2_5,3,2010-05-12 16:37:32.000001,2010-05-12 17:03:43.000000,2010-05-12 16:51:15.000000,2010-05-12 16:54:00.000000,1341.292,3558.333,6926.817,21.7516234327,14.9859685685,7.83893943734
6036477_2_1,10:G21,6078093_3_1,3,2010-05-17 08:46:02.000000,2010-05-17 08:55:09.000001,2010-05-17 09:13:03.000000,2010-05-17 09:34:32.000000,13.923,3800.887,13288.071,12.7753309006,7.00652036576,26.605070294
6126628_6_2,4:416N,6119831_1_2,1,2010-10-19 14:32:38.000001,2010-10-19 14:41:48.000000,2010-10-19 14:51:21.999999,2010-10-19 14:53:50.999999,1008.213,3470.081,7104.046,6.8697743138,3.47835252634,17.513972944
6057408_1_1,10:L06,6067397_1_1,4,2010-06-14 08:37:00.999999,2010-06-14 09:03:13.000000,2010-06-14 08:51:37.000000,2010-06-14 08:59:22.000000,1151.902,961.534,4987.875,13.5874099811,13.3838670944,6.93820147094
6031044_3_8,10:120,6028005_1_3,1,2010-05-20 22:43:21.000000,2010-05-20 23:04:31.000000,2010-05-20 22:49:09.000000,2010-05-20 22:55:51.000000,817.924,815.856,8658.136,15.9377285449,15.2487659516,5.29897939048
6098740_1_1,13:303692,6098622_1_3,3,2010-10-16 11:24:21.000000,2010-10-16 11:30:58.000000,2010-10-16 11:24:44.000000,2010-10-16 11:26:16.000000,620.45,205.177,2623.11,8.64120206201,6.03053060591,3.64127584327
6030915_1_8,10:120,6028005_1_3,1,2010-05-20 22:43:21.000000,2010-05-20 23:04:31.000000,2010-05-20 22:49:09.000000,2010-05-20 22:55:51.000000,817.924,815.856,8658.136,15.9377285449,15.2487659516,5.29897939048
6056414_1_1,10:D15,6068018_1_1,3,2010-06-21 09:04:58.000000,2010-06-21 09:13:59.000000,2010-06-21 09:06:18.000000,2010-06-21 09:10:09.000000,1175.31,470.529,2200.254,8.04048698748,5.21202188903,4.27834578159
6010469_1_2,10:627,6011106_2_3,4,2010-05-19 18:38:17.000001,2010-05-19 18:47:06.000000,2010-05-19 19:08:38.000001,2010-05-19 19:19:49.000000,1051.533,2677.447,19218.335,9.06920054139,4.95046586385,36.7506401327
6068416_2_2,10:628,6069024_1_1,14,2010-06-13 19:56:17.000000,2010-06-13 20:11:42.999998,2010-06-13 19:59:39.000001,2010-06-13 20:07:03.000000,1404.438,1157.744,4079.707,32.3777637802,31.6118799093,4.9900819894
6043492_3_1,10:712,6077968_1_1,1,2010-06-18 07:31:49.000000,2010-06-18 07:56:31.000001,2010-06-18 08:13:37.000000,2010-06-18 08:16:42.999999,570.615,10029.036,14727.844,19.2584549388,10.3695613436,36.2481992289
6097477_2_1,4:128N,6103267_1_1,3,2010-10-06 08:01:13.000000,2010-10-06 08:15:06.000000,2010-10-06 08:05:47.000000,2010-10-06 08:11:22.999999,789.976,1319.687,2783.065,10.8186833313,9.4500641534,4.63860425997
6060408_1_1,3:D18,6067397_1_1,4,2010-06-14 08:38:07.000000,2010-06-14 08:58:28.000000,2010-06-14 08:55:46.000001,2010-06-14 08:56:27.000000,1358.723,6221.762,1063.136,13.5874099811,9.77340172834,9.42453359784
6025079_2_2,3:D15,6022080_2_5,11,2010-06-07 18:10:14.999999,2010-06-07 18:17:07.000000,2010-06-07 18:30:19.000000,2010-06-07 18:42:04.000000,1342.532,1504.87,5789.674,12.7556455553,8.8566575387,15.5554550961
6063777_2_4,3:631,6056214_1_4,1,2010-06-18 16:04:27.000000,2010-06-18 16:26:55.000000,2010-06-18 16:44:12.000000,2010-06-18 16:48:16.999999,1097.114,11052.114,6385.165,22.9593682645,10.1464724395,24.0653633425
6060629_1_1,10:R31,6088357_1_1,2,2010-06-20 10:35:20.000000,2010-06-20 11:10:20.000000,2010-06-20 10:44:53.000000,2010-06-20 10:50:13.000000,1579.748,557.048,17945.104,31.5610275241,31.4888708288,6.29301216748
6037578_1_1,11:R14,6035391_1_1,5,2010-06-30 08:46:07.999998,2010-06-30 08:53:00.000001,2010-06-30 09:02:53.000000,2010-06-30 09:10:17.000000,874.699,1816.589,2586.121,8.65272072693,3.51987098314,9.10771187454
6069645_1_2,10:A18,6025391_2_3,3,2010-06-14 19:34:26.000000,2010-06-14 20:14:37.000000,2010-06-14 19:52:54.000000,2010-06-14 20:00:08.000001,843.638,1787.23,9699.486,25.9866396203,20.4717361911,8.49676468337
6056696_1_1,10:A41,6088357_1_1,3,2010-06-20 10:34:20.000000,2010-06-20 11:09:41.999999,2010-06-20 10:44:16.000000,2010-06-20 10:51:08.000000,948.855,535.878,17434.326,31.5610275241,31.1706488753,5.78654586951
6032642_2_2,10:631,6068388_1_3,4,2010-06-18 16:15:58.000000,2010-06-18 16:20:09.000000,2010-06-18 16:37:09.000000,2010-06-18 16:38:27.000000,634.029,1134.047,11651.38,6.82839690691,2.66508041356,23.4728630452
6073410_4_2,10:R13,6029867_1_4,1,2010-05-24 18:06:32.000000,2010-05-24 18:14:42.999999,2010-05-24 18:35:06.999999,2010-05-24 18:39:08.999999,1639.553,1852.589,8566.764,7.25852855425,3.12572804169,20.4335748253
6131529_1_1,4:416N,6131742_3_2,4,2010-11-15 13:07:13.999999,2010-11-15 13:12:47.000000,2010-11-15 13:32:16.000002,2010-11-15 13:56:22.000001,1429.147,3163.805,16798.206,9.12669941887,5.81988457051,32.7155374592
6073851_1_2,3:137,6065846_1_2,1,2010-06-14 17:04:52.000001,2010-06-14 17:52:51.000000,2010-06-14 18:13:31.000000,2010-06-14 18:17:53.000000,1429.314,16450.754,9739.736,30.9202166203,18.1143613299,37.244335075
6073542_2_3,3:R11,6068388_2_2,6,2010-06-18 18:26:24.999999,2010-06-18 18:32:52.000001,2010-06-18 18:49:57.000001,2010-06-18 18:55:39.000000,980.826,1965.668,7171.351,10.0437634781,6.80666409709,17.4454229296
6099612_1_1,4:A44N,6012160_2_1,1,2010-11-03 09:17:21.000000,2010-11-03 09:32:43.000000,2010-11-03 09:42:37.000002,2010-11-03 09:49:54.999999,918.21,3251.276,5507.943,7.49031733694,4.38849710663,15.9446872313
6078074_1_1,3:712,6077968_1_1,1,2010-06-18 07:31:49.000000,2010-06-18 07:56:31.000001,2010-06-18 08:13:37.000000,2010-06-18 08:16:42.999999,570.615,10029.036,14727.844,19.2584549388,10.3695613436,36.2481992289
6123821_2_2,13:402134,6126729_1_2,1,2010-11-05 13:04:02.999999,2010-11-05 13:28:00.000000,2010-11-05 13:07:11.000000,2010-11-05 13:09:06.000000,1120.932,772.837,10009.568,18.1733050518,17.0200546159,4.47091642162
6100539_2_1,10:A25,6068162_1_3,1,2010-06-17 13:34:51.000001,2010-06-17 13:52:32.999999,2010-06-17 13:41:07.000000,2010-06-17 13:45:50.000000,1105.064,1189.276,2778.518,7.84703400062,6.52827169229,5.21204542184
6063798_1_4,3:631,6056214_1_4,1,2010-06-18 16:04:27.000000,2010-06-18 16:26:55.000000,2010-06-18 16:44:12.000000,2010-06-18 16:48:16.999999,1097.114,11052.114,6385.165,22.9593682645,10.1464724395,24.0653633425
6098773_4_2,4:D17S,6105785_1_4,1,2010-09-24 18:07:23.000001,2010-09-24 18:16:23.000000,2010-09-24 18:34:41.000000,2010-09-24 18:35:08.000000,1906.709,1541.066,9533.37,8.3635778475,3.20126757941,22.0106667051
6032847_1_2,3:122,6007906_1_3,2,2010-05-27 12:34:36.999999,2010-05-27 13:11:42.000000,2010-05-27 12:49:19.000001,2010-05-27 12:56:22.000000,1285.094,8424.64,14562.27,35.0752378174,31.6056311676,11.3383505766
6103332_3_1,13:404139,6029556_2_1,2,2010-10-19 10:35:31.999999,2010-10-19 10:43:12.000001,2010-10-19 10:58:40.000001,2010-10-19 11:09:10.000001,950.571,1864.092,6860.972,6.61790002552,3.10738083521,15.8442100352
